"EMAIL","COMPANY","SUBJECT_LINE","EMAIL_BODY"
"support@casafield.com","Casafield","Video concept for Casafield","Hello! I came across Casafield and your woven storage baskets & bins really caught my attention.<br><br>My name is Jakob and I'm writing to you with a collaboration proposal.<br><br>I noticed a huge opportunity to increase your products sales through motion design (which has a proven impact on brand perception. 63% of people worldwide prefer watching a short video about a product before buying it.)<br><br>I specialize in motion design and I'd love to create a high-converting video for Casafield.<br><br>Here's my <a href=""https://drive.google.com/drive/folders/1SYlJXIuq09szHy5lupgCCvxO5sm6SX0F?usp=sharing"">portfolio</a><br><br>If you're interested, I'd be happy to discuss the details. I would greatly appreciate any feedback! Have a wonderful day.<br><br>Best regards,<br>Jakob<br><br>Teammate | Jakob Rösler<br>Albert-Einstein-Straße 47, 02977 Hoyerswerda, Germany<br>jakob.roesler@teammateapp.site<br><br>Don't want to hear from us again? Just reply ""unsubscribe"" and I'll remove you right away."
"support@sorbushome.com","Sorbus Home","Video concept for Sorbus Home","Hello! I came across Sorbus Home and your storage bins, closet & clothing organization really caught my attention.<br><br>My name is Jakob and I'm writing to you with a collaboration proposal.<br><br>I noticed a huge opportunity to increase your products sales through motion design (which has a proven impact on brand perception. 63% of people worldwide prefer watching a short video about a product before buying it.)<br><br>I specialize in motion design and I'd love to create a high-converting video for Sorbus Home.<br><br>Here's my <a href=""https://drive.google.com/drive/folders/1SYlJXIuq09szHy5lupgCCvxO5sm6SX0F?usp=sharing"">portfolio</a><br><br>If you're interested, I'd be happy to discuss the details. I would greatly appreciate any feedback! Have a wonderful day.<br><br>Best regards,<br>Jakob<br><br>Teammate | Jakob Rösler<br>Albert-Einstein-Straße 47, 02977 Hoyerswerda, Germany<br>jakob.roesler@teammateapp.site<br><br>Don't want to hear from us again? Just reply ""unsubscribe"" and I'll remove you right away."
"support@binoproducts.com","BINO","Video concept for BINO","Hello! I came across BINO and your stackable storage bins & drawers really caught my attention.<br><br>My name is Jakob and I'm writing to you with a collaboration proposal.<br><br>I noticed a huge opportunity to increase your products sales through motion design (which has a proven impact on brand perception. 63% of people worldwide prefer watching a short video about a product before buying it.)<br><br>I specialize in motion design and I'd love to create a high-converting video for BINO.<br><br>Here's my <a href=""https://drive.google.com/drive/folders/1SYlJXIuq09szHy5lupgCCvxO5sm6SX0F?usp=sharing"">portfolio</a><br><br>If you're interested, I'd be happy to discuss the details. I would greatly appreciate any feedback! Have a wonderful day.<br><br>Best regards,<br>Jakob<br><br>Teammate | Jakob Rösler<br>Albert-Einstein-Straße 47, 02977 Hoyerswerda, Germany<br>jakob.roesler@teammateapp.site<br><br>Don't want to hear from us again? Just reply ""unsubscribe"" and I'll remove you right away."
"hello@walleryco.com","Wallery","Video concept for Wallery","Hello! I came across Wallery and your pantry & spice labels really caught my attention.<br><br>My name is Jakob and I'm writing to you with a collaboration proposal.<br><br>I noticed a huge opportunity to increase your products sales through motion design (which has a proven impact on brand perception. 63% of people worldwide prefer watching a short video about a product before buying it.)<br><br>I specialize in motion design and I'd love to create a high-converting video for Wallery.<br><br>Here's my <a href=""https://drive.google.com/drive/folders/1SYlJXIuq09szHy5lupgCCvxO5sm6SX0F?usp=sharing"">portfolio</a><br><br>If you're interested, I'd be happy to discuss the details. I would greatly appreciate any feedback! Have a wonderful day.<br><br>Best regards,<br>Jakob<br><br>Teammate | Jakob Rösler<br>Albert-Einstein-Straße 47, 02977 Hoyerswerda, Germany<br>jakob.roesler@teammateapp.site<br><br>Don't want to hear from us again? Just reply ""unsubscribe"" and I'll remove you right away."
"support@savvyandsorted.com","Savvy & Sorted","Video concept for Savvy & Sorted","Hello! I came across Savvy & Sorted and your pantry, spice & storage bin labels really caught my attention.<br><br>My name is Jakob and I'm writing to you with a collaboration proposal.<br><br>I noticed a huge opportunity to increase your products sales through motion design (which has a proven impact on brand perception. 63% of people worldwide prefer watching a short video about a product before buying it.)<br><br>I specialize in motion design and I'd love to create a high-converting video for Savvy & Sorted.<br><br>Here's my <a href=""https://drive.google.com/drive/folders/1SYlJXIuq09szHy5lupgCCvxO5sm6SX0F?usp=sharing"">portfolio</a><br><br>If you're interested, I'd be happy to discuss the details. I would greatly appreciate any feedback! Have a wonderful day.<br><br>Best regards,<br>Jakob<br><br>Teammate | Jakob Rösler<br>Albert-Einstein-Straße 47, 02977 Hoyerswerda, Germany<br>jakob.roesler@teammateapp.site<br><br>Don't want to hear from us again? Just reply ""unsubscribe"" and I'll remove you right away."
"info@delamu.com","Delamu","Video concept for Delamu","Hello! I came across Delamu and your wire storage baskets & cable/cord organizers really caught my attention.<br><br>My name is Jakob and I'm writing to you with a collaboration proposal.<br><br>I noticed a huge opportunity to increase your products sales through motion design (which has a proven impact on brand perception. 63% of people worldwide prefer watching a short video about a product before buying it.)<br><br>I specialize in motion design and I'd love to create a high-converting video for Delamu.<br><br>Here's my <a href=""https://drive.google.com/drive/folders/1SYlJXIuq09szHy5lupgCCvxO5sm6SX0F?usp=sharing"">portfolio</a><br><br>If you're interested, I'd be happy to discuss the details. I would greatly appreciate any feedback! Have a wonderful day.<br><br>Best regards,<br>Jakob<br><br>Teammate | Jakob Rösler<br>Albert-Einstein-Straße 47, 02977 Hoyerswerda, Germany<br>jakob.roesler@teammateapp.site<br><br>Don't want to hear from us again? Just reply ""unsubscribe"" and I'll remove you right away."
"shopmagiccloset@gmail.com","Magic Closets","Video concept for Magic Closets","Hello! I came across Magic Closets and your drawer organizers & dividers really caught my attention.<br><br>My name is Jakob and I'm writing to you with a collaboration proposal.<br><br>I noticed a huge opportunity to increase your products sales through motion design (which has a proven impact on brand perception. 63% of people worldwide prefer watching a short video about a product before buying it.)<br><br>I specialize in motion design and I'd love to create a high-converting video for Magic Closets.<br><br>Here's my <a href=""https://drive.google.com/drive/folders/1SYlJXIuq09szHy5lupgCCvxO5sm6SX0F?usp=sharing"">portfolio</a><br><br>If you're interested, I'd be happy to discuss the details. I would greatly appreciate any feedback! Have a wonderful day.<br><br>Best regards,<br>Jakob<br><br>Teammate | Jakob Rösler<br>Albert-Einstein-Straße 47, 02977 Hoyerswerda, Germany<br>jakob.roesler@teammateapp.site<br><br>Don't want to hear from us again? Just reply ""unsubscribe"" and I'll remove you right away."
"info@homeries.com","Homeries","Video concept for Homeries","Hello! I came across Homeries and your pantry & fridge organizer bins really caught my attention.<br><br>My name is Jakob and I'm writing to you with a collaboration proposal.<br><br>I noticed a huge opportunity to increase your products sales through motion design (which has a proven impact on brand perception. 63% of people worldwide prefer watching a short video about a product before buying it.)<br><br>I specialize in motion design and I'd love to create a high-converting video for Homeries.<br><br>Here's my <a href=""https://drive.google.com/drive/folders/1SYlJXIuq09szHy5lupgCCvxO5sm6SX0F?usp=sharing"">portfolio</a><br><br>If you're interested, I'd be happy to discuss the details. I would greatly appreciate any feedback! Have a wonderful day.<br><br>Best regards,<br>Jakob<br><br>Teammate | Jakob Rösler<br>Albert-Einstein-Straße 47, 02977 Hoyerswerda, Germany<br>jakob.roesler@teammateapp.site<br><br>Don't want to hear from us again? Just reply ""unsubscribe"" and I'll remove you right away."
"sales@econour.com","EcoNour","Video concept for EcoNour","Hello! I came across EcoNour and your car windshield sunshades / interior accessories really caught my attention.<br><br>My name is Jakob and I'm writing to you with a collaboration proposal.<br><br>I noticed a huge opportunity to increase your products sales through motion design (which has a proven impact on brand perception. 63% of people worldwide prefer watching a short video about a product before buying it.)<br><br>I specialize in motion design and I'd love to create a high-converting video for EcoNour.<br><br>Here's my <a href=""https://drive.google.com/drive/folders/1SYlJXIuq09szHy5lupgCCvxO5sm6SX0F?usp=sharing"">portfolio</a><br><br>If you're interested, I'd be happy to discuss the details. I would greatly appreciate any feedback! Have a wonderful day.<br><br>Best regards,<br>Jakob<br><br>Teammate | Jakob Rösler<br>Albert-Einstein-Straße 47, 02977 Hoyerswerda, Germany<br>jakob.roesler@teammateapp.site<br><br>Don't want to hear from us again? Just reply ""unsubscribe"" and I'll remove you right away."
"services@coverado.com","Coverado","Video concept for Coverado","Hello! I came across Coverado and your car seat covers, floor mats, console organizers really caught my attention.<br><br>My name is Jakob and I'm writing to you with a collaboration proposal.<br><br>I noticed a huge opportunity to increase your products sales through motion design (which has a proven impact on brand perception. 63% of people worldwide prefer watching a short video about a product before buying it.)<br><br>I specialize in motion design and I'd love to create a high-converting video for Coverado.<br><br>Here's my <a href=""https://drive.google.com/drive/folders/1SYlJXIuq09szHy5lupgCCvxO5sm6SX0F?usp=sharing"">portfolio</a><br><br>If you're interested, I'd be happy to discuss the details. I would greatly appreciate any feedback! Have a wonderful day.<br><br>Best regards,<br>Jakob<br><br>Teammate | Jakob Rösler<br>Albert-Einstein-Straße 47, 02977 Hoyerswerda, Germany<br>jakob.roesler@teammateapp.site<br><br>Don't want to hear from us again? Just reply ""unsubscribe"" and I'll remove you right away."
"service@vanmasslife.com","VANMASS","Video concept for VANMASS","Hello! I came across VANMASS and your car phone mounts really caught my attention.<br><br>My name is Jakob and I'm writing to you with a collaboration proposal.<br><br>I noticed a huge opportunity to increase your products sales through motion design (which has a proven impact on brand perception. 63% of people worldwide prefer watching a short video about a product before buying it.)<br><br>I specialize in motion design and I'd love to create a high-converting video for VANMASS.<br><br>Here's my <a href=""https://drive.google.com/drive/folders/1SYlJXIuq09szHy5lupgCCvxO5sm6SX0F?usp=sharing"">portfolio</a><br><br>If you're interested, I'd be happy to discuss the details. I would greatly appreciate any feedback! Have a wonderful day.<br><br>Best regards,<br>Jakob<br><br>Teammate | Jakob Rösler<br>Albert-Einstein-Straße 47, 02977 Hoyerswerda, Germany<br>jakob.roesler@teammateapp.site<br><br>Don't want to hear from us again? Just reply ""unsubscribe"" and I'll remove you right away."
